"Town","FIPS","Year","Business Type","Measure Type","Variable","Value"
"Somers","0901369220","2010-2014","Government","Percent","Margins of Error",2.3
"Somers","0901369220","2010-2014","Private, Profit","Percent","Employment",68
"Somers","0901369220","2010-2014","Private, Profit","Percent","Margins of Error",3.9
"Somers","0901369220","2010-2014","Private, Not-for-profit","Percent","Employment",8.2
"Somers","0901369220","2010-2014","Private, Not-for-profit","Percent","Margins of Error",2.4
"Somers","0901369220","2011-2015","Total","Number","Employment",4934
"Somers","0901369220","2011-2015","Total","Number","Margins of Error",261
"Somers","0901369220","2011-2015","Self-Employed, Incorporated","Percent","Employment",3.3
"Somers","0901369220","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Somers","0901369220","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",6.7
"Somers","0901369220","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",2.1
"Somers","0901369220","2011-2015","Government","Percent","Employment",13.4
"Somers","0901369220","2011-2015","Government","Percent","Margins of Error",2.6
"Somers","0901369220","2011-2015","Private, Profit","Percent","Employment",68.1
"Somers","0901369220","2011-2015","Private, Profit","Percent","Margins of Error",3.6
"Somers","0901369220","2011-2015","Private, Not-for-profit","Percent","Employment",8.6
"Somers","0901369220","2011-2015","Private, Not-for-profit","Percent","Margins of Error",2.2
"Somers","0901369220","2012-2016","Total","Number","Employment",4933
"Somers","0901369220","2012-2016","Total","Number","Margins of Error",283
"Somers","0901369220","2012-2016","Self-Employed, Incorporated","Percent","Employment",2.8
"Somers","0901369220","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",1
"Somers","0901369220","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",6.7
"Somers","0901369220","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",2.1
"Somers","0901369220","2012-2016","Government","Percent","Employment",15.2
"Somers","0901369220","2012-2016","Government","Percent","Margins of Error",2.6
"Somers","0901369220","2012-2016","Private, Profit","Percent","Employment",66.1
"Somers","0901369220","2012-2016","Private, Profit","Percent","Margins of Error",3.7
"Somers","0901369220","2012-2016","Private, Not-for-profit","Percent","Employment",9.2
"Somers","0901369220","2012-2016","Private, Not-for-profit","Percent","Margins of Error",2.3
"Southbury","0900969640","2006-2010","Total","Number","Employment",7621
"Southbury","0900969640","2006-2010","Total","Number","Margins of Error",571
"Southbury","0900969640","2006-2010","Self-Employed, Incorporated","Percent","Employment",3.9
"Southbury","0900969640","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Southbury","0900969640","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",9.7
"Southbury","0900969640","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",1.8
"Southbury","0900969640","2006-2010","Government","Percent","Employment",11.3
"Southbury","0900969640","2006-2010","Government","Percent","Margins of Error",2.1
"Southbury","0900969640","2006-2010","Private, Profit","Percent","Employment",68.4
"Southbury","0900969640","2006-2010","Private, Profit","Percent","Margins of Error",3.3
"Southbury","0900969640","2006-2010","Private, Not-for-profit","Percent","Employment",6.7
"Southbury","0900969640","2006-2010","Private, Not-for-profit","Percent","Margins of Error",1.8
"Southbury","0900969640","2007-2011","Total","Number","Employment",8633
"Southbury","0900969640","2007-2011","Total","Number","Margins of Error",441
"Southbury","0900969640","2007-2011","Self-Employed, Incorporated","Percent","Employment",4.3
"Southbury","0900969640","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Southbury","0900969640","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",9.1
"Southbury","0900969640","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",2
"Southbury","0900969640","2007-2011","Government","Percent","Employment",13.5
"Southbury","0900969640","2007-2011","Government","Percent","Margins of Error",2.7
"Southbury","0900969640","2007-2011","Private, Profit","Percent","Employment",65.9
"Southbury","0900969640","2007-2011","Private, Profit","Percent","Margins of Error",3.5
"Southbury","0900969640","2007-2011","Private, Not-for-profit","Percent","Employment",7.2
"Southbury","0900969640","2007-2011","Private, Not-for-profit","Percent","Margins of Error",1.9
"Southbury","0900969640","2008-2012","Total","Number","Employment",8479
"Southbury","0900969640","2008-2012","Total","Number","Margins of Error",489
"Southbury","0900969640","2008-2012","Self-Employed, Incorporated","Percent","Employment",4.3
"Southbury","0900969640","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Southbury","0900969640","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",7.9
"Southbury","0900969640","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",2.1
"Southbury","0900969640","2008-2012","Government","Percent","Employment",13.5
"Southbury","0900969640","2008-2012","Government","Percent","Margins of Error",2.6
"Southbury","0900969640","2008-2012","Private, Profit","Percent","Employment",65.8
"Southbury","0900969640","2008-2012","Private, Profit","Percent","Margins of Error",3.7
"Southbury","0900969640","2008-2012","Private, Not-for-profit","Percent","Employment",8.5
"Southbury","0900969640","2008-2012","Private, Not-for-profit","Percent","Margins of Error",2.2
"Southbury","0900969640","2009-2013","Total","Number","Employment",8417
"Southbury","0900969640","2009-2013","Total","Number","Margins of Error",474
"Southbury","0900969640","2009-2013","Self-Employed, Incorporated","Percent","Employment",3.8
"Southbury","0900969640","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Southbury","0900969640","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",8.6
"Southbury","0900969640","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Southbury","0900969640","2009-2013","Government","Percent","Employment",14.3
"Southbury","0900969640","2009-2013","Government","Percent","Margins of Error",2.2
"Southbury","0900969640","2009-2013","Private, Profit","Percent","Employment",63.8
"Southbury","0900969640","2009-2013","Private, Profit","Percent","Margins of Error",2.9
"Southbury","0900969640","2009-2013","Private, Not-for-profit","Percent","Employment",9.5
"Southbury","0900969640","2009-2013","Private, Not-for-profit","Percent","Margins of Error",2.1
"Southbury","0900969640","2010-2014","Total","Number","Employment",8338
"Southbury","0900969640","2010-2014","Total","Number","Margins of Error",552
"Southbury","0900969640","2010-2014","Self-Employed, Incorporated","Percent","Employment",3.5
"Southbury","0900969640","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",1.3
"Southbury","0900969640","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",7.4
"Southbury","0900969640","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",1.8
"Southbury","0900969640","2010-2014","Government","Percent","Employment",14.7
"Southbury","0900969640","2010-2014","Government","Percent","Margins of Error",2.5
"Southbury","0900969640","2010-2014","Private, Profit","Percent","Employment",65.7
"Southbury","0900969640","2010-2014","Private, Profit","Percent","Margins of Error",3.1
"Southbury","0900969640","2010-2014","Private, Not-for-profit","Percent","Employment",8.7
"Southbury","0900969640","2010-2014","Private, Not-for-profit","Percent","Margins of Error",1.9
"Southbury","0900969640","2011-2015","Total","Number","Employment",8384
"Southbury","0900969640","2011-2015","Total","Number","Margins of Error",406
"Southbury","0900969640","2011-2015","Self-Employed, Incorporated","Percent","Employment",3.3
"Southbury","0900969640","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",1
"Southbury","0900969640","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",6.9
"Southbury","0900969640","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"Southbury","0900969640","2011-2015","Government","Percent","Employment",13.4
"Southbury","0900969640","2011-2015","Government","Percent","Margins of Error",2.2
"Southbury","0900969640","2011-2015","Private, Profit","Percent","Employment",66
"Southbury","0900969640","2011-2015","Private, Profit","Percent","Margins of Error",3.3
"Southbury","0900969640","2011-2015","Private, Not-for-profit","Percent","Employment",10.5
"Southbury","0900969640","2011-2015","Private, Not-for-profit","Percent","Margins of Error",2.2
"Southbury","0900969640","2012-2016","Total","Number","Employment",8277
"Southbury","0900969640","2012-2016","Total","Number","Margins of Error",391
"Southbury","0900969640","2012-2016","Self-Employed, Incorporated","Percent","Employment",4.1
"Southbury","0900969640","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",1.3
"Southbury","0900969640","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",7.4
"Southbury","0900969640","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",1.8
"Southbury","0900969640","2012-2016","Government","Percent","Employment",13
"Southbury","0900969640","2012-2016","Government","Percent","Margins of Error",2.6
"Southbury","0900969640","2012-2016","Private, Profit","Percent","Employment",65
"Southbury","0900969640","2012-2016","Private, Profit","Percent","Margins of Error",4
"Southbury","0900969640","2012-2016","Private, Not-for-profit","Percent","Employment",10.5
"Southbury","0900969640","2012-2016","Private, Not-for-profit","Percent","Margins of Error",2.1
"Southington","0900370550","2006-2010","Total","Number","Employment",21700
"Southington","0900370550","2006-2010","Total","Number","Margins of Error",602
"Southington","0900370550","2006-2010","Self-Employed, Incorporated","Percent","Employment",4.2
"Southington","0900370550","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Southington","0900370550","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",4.5
"Southington","0900370550","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",0.9
"Southington","0900370550","2006-2010","Government","Percent","Employment",15.2
"Southington","0900370550","2006-2010","Government","Percent","Margins of Error",1.8
"Southington","0900370550","2006-2010","Private, Profit","Percent","Employment",67.6
"Southington","0900370550","2006-2010","Private, Profit","Percent","Margins of Error",2.2
"Southington","0900370550","2006-2010","Private, Not-for-profit","Percent","Employment",8.5
"Southington","0900370550","2006-2010","Private, Not-for-profit","Percent","Margins of Error",1
"Southington","0900370550","2007-2011","Total","Number","Employment",21855
"Southington","0900370550","2007-2011","Total","Number","Margins of Error",503
"Southington","0900370550","2007-2011","Self-Employed, Incorporated","Percent","Employment",4.1
"Southington","0900370550","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Southington","0900370550","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",4.8
"Southington","0900370550","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",0.9
"Southington","0900370550","2007-2011","Government","Percent","Employment",15.9
"Southington","0900370550","2007-2011","Government","Percent","Margins of Error",1.7
"Southington","0900370550","2007-2011","Private, Profit","Percent","Employment",66.6
"Southington","0900370550","2007-2011","Private, Profit","Percent","Margins of Error",2
"Southington","0900370550","2007-2011","Private, Not-for-profit","Percent","Employment",8.6
"Southington","0900370550","2007-2011","Private, Not-for-profit","Percent","Margins of Error",1.1
"Southington","0900370550","2008-2012","Total","Number","Employment",21972
"Southington","0900370550","2008-2012","Total","Number","Margins of Error",527
"Southington","0900370550","2008-2012","Self-Employed, Incorporated","Percent","Employment",3.5
"Southington","0900370550","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Southington","0900370550","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",5.3
"Southington","0900370550","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Southington","0900370550","2008-2012","Government","Percent","Employment",15.6
"Southington","0900370550","2008-2012","Government","Percent","Margins of Error",1.7
"Southington","0900370550","2008-2012","Private, Profit","Percent","Employment",66.9
"Southington","0900370550","2008-2012","Private, Profit","Percent","Margins of Error",2.3
"Southington","0900370550","2008-2012","Private, Not-for-profit","Percent","Employment",8.7
"Southington","0900370550","2008-2012","Private, Not-for-profit","Percent","Margins of Error",1.3
"Southington","0900370550","2009-2013","Total","Number","Employment",22376
"Southington","0900370550","2009-2013","Total","Number","Margins of Error",600
"Southington","0900370550","2009-2013","Self-Employed, Incorporated","Percent","Employment",3.8
"Southington","0900370550","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",1
"Southington","0900370550","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",6
"Southington","0900370550","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Southington","0900370550","2009-2013","Government","Percent","Employment",15.4
"Southington","0900370550","2009-2013","Government","Percent","Margins of Error",1.7
